LSOA11CD,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13
E01000141,-0.975983108,0.203199672,-0.246413365,-0.730136151,0.036456394,-0.426676236,-0.595202724,-0.338218356,-0.686795424,-0.050724726,-0.161468834,-0.410193829,-0.383667634
E01000148,-0.999132142,-0.034552764,-0.16440243,-0.701534017,0.093028755,-0.286604071,-0.540468729,-0.306713419,-0.694847691,-0.13932555,-0.159777212,0.002657493,-0.434419469
E01000246,-0.998577695,-0.374056137,-0.672951266,-0.444640993,-0.41260836,-0.208632268,-0.73565508,-0.103793752,-0.658276312,-0.059016242,-0.161239113,-0.076223272,-0.412642375
E01000247,-0.998883119,-0.211826115,-0.552264756,-0.527606164,-0.438751944,-0.509785622,-0.611724567,-0.109905309,-0.668811212,-0.138637011,-0.188062808,-0.129620391,-0.354239604
E01000244,-0.999023386,0.068707444,-0.427132363,-0.561816704,0.009550549,-0.30856809,-0.342514537,-0.229827032,-0.672340107,0.077722792,-0.115631148,-0.183089205,-0.393931457
E01000245,-0.986697504,0.085345442,-0.210597029,-0.709943087,-0.050305374,-0.115679851,-0.628122343,-0.366711943,-0.687204647,-0.050464095,-0.005444878,0.003027893,-0.471760025
E01000242,-0.998501646,-0.211496116,-0.53136711,-0.51750422,-0.169757869,-0.064454015,-0.794478359,-0.180915813,-0.598339415,0.029349337,0.057403208,-0.062548027,-0.345612007
E01000243,-0.999159354,0.142809328,-0.450650994,-0.569064181,-0.071959597,-0.394855445,-0.441653958,-0.306844822,-0.676289838,-0.017761833,-0.186407559,0.066382071,-0.488351277
E01000240,-0.998970787,-0.138604877,-0.409169643,-0.604679166,0.064389831,-0.328894308,-0.624429543,-0.174176467,-0.655520732,-0.077848853,-0.193536319,0.028833306,-0.416187468
E01000241,-0.984359945,-0.034980667,-0.562126986,-0.522396662,-0.169213485,-0.242949153,-0.627572183,-0.123379273,-0.603501328,0.020339855,-0.201592337,0.056921855,-0.402607566
E01000248,-0.99893534,-0.20200537,-0.643934431,-0.492037152,-0.447698059,-0.615050299,-0.721772126,-0.258432856,-0.657751134,-0.106376672,-0.093247603,-0.172363253,-0.319362298
E01000249,-0.998500135,-0.418721225,-0.721117868,-0.405857,-0.388203524,-0.300991708,-0.680450477,-0.008108542,-0.640548671,-0.020670444,-0.14658308,-0.115581145,-0.348767713
E01000126,-0.998810475,-0.013306958,0.038848477,-0.82595286,-0.209394917,-0.132125264,-0.297990526,0.233971261,-0.64414319,-0.496726484,-0.093491873,-0.149560041,-0.367394351
E01000127,-0.998737801,-0.334893208,-0.106532342,-0.713815238,-0.203442471,-0.392424598,-0.763933388,-0.346194496,-0.635488218,-0.158014662,-0.166331713,0.038737392,-0.4074862
E01000124,-0.99907114,-0.178694992,-0.306251068,-0.668370519,-0.234490709,-0.50244032,-0.630967999,-0.249338151,-0.704288979,-0.066447099,-0.163342948,-0.098823018,-0.380691603
E01000125,-0.998647786,-0.104064147,-0.059010864,-0.729507827,0.004711769,-0.347307825,-0.50341264,-0.108452555,-0.559188435,-0.239882365,-0.148900975,-0.153103595,-0.403718774
E01000122,-0.979687811,-0.3197356,-0.508564566,-0.495551667,-0.204226982,-0.487545052,-0.707681832,-0.260451096,-0.698964423,-0.214826364,-0.250870399,0.007920251,-0.394262762
E01000123,-0.998802246,-0.277684107,-0.414966181,-0.564672498,-0.315245419,-0.577232997,-0.518515284,-0.083464587,-0.656313709,-0.288931746,-0.181810293,-0.206053009,-0.350860645
E01000120,-0.999015324,-0.331015286,-0.567021452,-0.521227941,-0.204805853,-0.45295797,-0.655651533,-0.281847889,-0.699494991,-0.149963941,-0.245812157,0.040084087,-0.397963894
E01000121,-0.998781805,-0.440643531,-0.21325731,-0.676803546,-0.453921047,-0.464404394,-0.630121331,-0.117649109,-0.680233714,-0.255903203,-0.068369474,-0.205855138,-0.289048928
E01000128,-0.99860815,-0.358764932,-0.149612346,-0.700038026,-0.087790463,-0.361147262,-0.59829511,-0.326789717,-0.601048183,-0.176466005,-0.183132541,0.052753765,-0.410036431
E01000129,-0.983095048,-0.124978747,-0.060313191,-0.73408988,0.061696647,-0.407064245,-0.607881608,-0.392692336,-0.706353387,0.001311252,0.04378534,-0.305613497,-0.66207386
E01000226,-0.998968388,-0.347079004,-0.166190561,-0.711293298,-0.13336917,-0.395158881,-0.740432582,-0.29389395,-0.712143555,-0.123515567,-0.147629925,-0.065529965,-0.385038837
E01000227,-0.998991034,-0.377374025,-0.467815928,-0.510702925,-0.175101822,-0.47356775,-0.642055171,-0.25942212,-0.692116644,-0.186868096,-0.202253513,0.111338671,-0.410771547
E01000224,-0.999200112,0.000561467,-0.346216648,-0.632763177,0.239705053,0.040998443,-0.653085239,-0.494823442,-0.691463199,-0.360124374,-0.30077417,-0.21894747,-0.35244779
E01000225,-0.998666153,-0.339203544,-0.598086825,-0.451355081,-0.222988073,-0.105262865,-0.870972839,-0.074902296,-0.618836441,-0.033897772,-0.017028501,-0.130860081,-0.33024767
E01000222,-0.999111694,-0.04555214,-0.262323094,-0.625474745,0.234040942,0.034137856,-0.648017005,-0.501345098,-0.689687762,-0.276074691,-0.268727423,-0.230945221,-0.24504775
E01000223,-0.998570898,-0.245075798,-0.2088456,-0.743844867,-0.152098386,-0.276837315,-0.783160586,-0.327233332,-0.574859264,-0.283712415,-0.206211944,-0.05383632,-0.387631297
E01000220,-0.999134558,0.07522102,-0.397492153,-0.605916241,-0.049903901,-0.423303126,-0.653760845,-0.317776094,-0.646979555,-0.044412975,-0.008581321,-0.038985677,-0.339706184
E01000221,-0.998588002,-0.159287809,-0.036743184,-0.740832331,-0.256697165,-0.115134725,-0.644088029,-0.291816237,-0.575155267,-0.235207902,-0.18610725,-0.068208862,-0.394654427
E01000228,-0.998649622,-0.391319668,-0.564687218,-0.476648379,-0.163732535,-0.188718943,-0.648886915,-0.118561422,-0.662875635,-0.037503672,-0.163363512,0.108144696,-0.388486013
E01000229,-0.998956435,-0.379655689,-0.290183314,-0.629243868,-0.288472435,-0.489091726,-0.655336571,-0.243908318,-0.704793062,-0.106401402,-0.128293683,0.006530947,-0.36455753
E01000187,-0.998671298,-0.44110557,-0.470094237,-0.50288036,-0.262470032,-0.225923673,-0.772598059,-0.163302968,-0.652893566,-0.150189138,-0.104909048,-0.057080124,-0.394158505
E01000186,-0.998406067,-0.606121025,-0.695983769,-0.338806351,-0.193812893,-0.103834681,-0.7956164,0.100934033,-0.631056321,0.009448172,-0.188746031,-0.054272892,-0.403937983
E01000185,-0.999125222,0.007005815,-0.184714414,-0.695164247,-0.310158739,-0.238808315,-0.698520823,-0.301555795,-0.707402564,-0.064655906,-0.09236002,0.116500623,-0.424102565
E01000184,-0.998934197,-0.239314163,-0.207460275,-0.663469584,-0.464267856,-0.342252861,-0.722367329,-0.205655377,-0.680902289,-0.250395214,-0.123579644,-0.127610665,-0.380653049
E01000183,-0.999027053,0.024152682,-0.64588376,-0.519663253,-0.277231045,-0.373956506,-0.867785279,-0.216248192,-0.646949632,-0.148017328,-0.087353949,-0.086440499,-0.388462002
E01000182,-0.999281923,0.216928102,-0.646995441,-0.538405039,-0.325456281,-0.656897694,-0.76295211,-0.26025914,-0.649241421,-0.112336004,-0.105560361,-0.106435498,-0.435244321
E01000181,-0.999267854,0.162253987,-0.597456717,-0.553965438,-0.329716612,-0.710344025,-0.804402309,-0.26882307,-0.630671003,-0.116962561,-0.102260186,-0.413523764,-0.644314945
E01000180,-0.999048184,0.029273471,-0.455166894,-0.565814037,-0.31520533,-0.405961031,-0.763425675,-0.276638913,-0.661973461,-0.151087155,-0.055570128,-0.022787686,-0.356034858
E01000189,-0.998961002,-0.168854303,0.052462555,-0.827994655,-0.322490063,-0.222476383,-0.632098081,-0.068936016,-0.713826449,-0.151191238,-0.059549889,0.006291634,-0.397622415
E01000188,-0.998214425,-0.506476085,-0.768167359,-0.342324319,-0.110402612,0.097909918,-0.746260646,0.115700305,-0.610942764,0.083090481,-0.125842798,-0.059960046,-0.429673991
E01000287,-0.998644687,-0.45553856,-0.36036214,-0.598229697,-0.414703964,-0.427787326,-0.65290898,-0.345862113,-0.66181654,-0.248795455,-0.091030576,-0.073252888,-0.419990213
E01000206,-0.998073044,-0.128707537,-0.799671245,-0.346321352,0.060109244,0.399176361,-0.816804858,0.003742845,-0.55408627,0.235199782,0.17780375,-0.17481056,-0.313881036
E01000207,-0.998582749,-0.06066546,-0.684550421,-0.449125512,-0.202430367,-0.220727959,-0.713761885,-0.168560643,-0.589905462,0.095489582,0.085859053,-0.256784903,-0.495208849
E01000286,-0.998421803,-0.425918831,-0.345495661,-0.636817582,-0.393020069,-0.433512781,-0.727519896,-0.373412992,-0.571223243,-0.15655034,-0.139700435,0.000364066,-0.415618588
E01000285,-0.998712135,-0.411536454,-0.43955646,-0.574982024,-0.445049511,-0.425188969,-0.610568618,-0.109601038,-0.680036439,-0.207562881,-0.171818574,-0.080660621,-0.394959658
E01000204,-0.999014337,-0.011251672,-0.58965837,-0.514946732,-0.184042821,-0.40413164,-0.799008961,-0.204851033,-0.646473759,-0.092288317,-0.091132294,-0.075135905,-0.407841181
E01000284,-0.998983734,-0.011887026,-0.447071935,-0.591498656,-0.200935894,-0.419001539,-0.656325055,-0.202098568,-0.669315687,-0.134981359,-0.08753485,-0.030420977,-0.344021323
E01000205,-0.99891668,-0.178584615,-0.68015638,-0.469907282,-0.322790838,-0.388256673,-0.87213158,-0.168983596,-0.648151195,-0.10164396,-0.104712324,0.02151756,-0.353196768
E01000202,-0.999046735,0.004543966,-0.62167242,-0.516672431,-0.177035968,-0.31289411,-0.835311111,-0.157590672,-0.649134175,-0.022040482,-0.14120754,-0.036196425,-0.427420494
E01000283,-0.998555287,-0.369424565,-0.781252905,-0.361981438,-0.15407324,-0.100533459,-0.818830057,-0.004679543,-0.626032505,-0.053847938,-0.183401385,0.000978636,-0.425592474
E01000203,-0.998915614,-0.02653875,-0.387792531,-0.550533957,-0.079081951,-0.097253819,-0.702696912,-0.219237017,-0.667418801,0.019495967,-0.059296495,0.073977946,-0.414894579
E01000282,-0.983189497,-0.197586232,-0.588021237,-0.529306738,-0.260413795,-0.472838329,-0.681196711,-0.204113093,-0.689272021,-0.144354586,-0.233863344,0.087714899,-0.423058343
E01000281,-0.998726479,0.045660531,-0.38093057,-0.598142835,-0.086356958,-0.494837141,-0.267854942,-0.371712743,-0.626201958,0.149578777,0.370868527,-0.51196227,-0.04817068
E01000200,-0.998731634,-0.014826341,-0.584325087,-0.514820393,-0.113385048,-0.226675657,-0.687898003,-0.328539856,-0.614416384,-0.044347963,0.089932603,0.027718475,-0.336275155
E01000201,-0.998332786,-0.290581591,-0.771484937,-0.358409147,-0.055315318,0.178536996,-0.839387146,0.131341017,-0.600415439,0.166920257,-0.073971594,-0.191859054,-0.385865309
E01000280,-0.998260051,-0.337794977,-0.847448297,-0.328292559,-0.207745015,0.049349443,-0.748888262,0.080161889,-0.58225046,0.111820085,-0.1448614,-0.03310157,-0.444699127
E01000289,-0.998790715,-0.36574996,-0.095644009,-0.748972526,-0.389449108,-0.294111901,-0.686956504,-0.212994632,-0.71560566,-0.162545764,-0.098910231,-0.001470661,-0.416797951
E01000208,-0.998703474,-0.025254281,-0.707840578,-0.456362645,-0.169685603,-0.143902075,-0.79869215,-0.199514011,-0.599061654,-0.080106729,-0.068763956,-0.02567744,-0.351509076
E01000288,-0.998852207,-0.408696911,-0.430644664,-0.53283056,-0.322092309,-0.505934439,-0.557455685,-0.321077591,-0.697324558,-0.161535064,-0.087676604,-0.066614209,-0.298651661
E01000209,-0.998812761,-0.162481234,-0.732062754,-0.452638899,-0.454180163,-0.43518915,-0.913733958,-0.193006828,-0.628723175,-0.222272094,-0.056327174,0.005522819,-0.373261489
E01033572,-0.998984792,-0.083526191,-0.29806114,-0.626984244,0.253302504,-0.398614951,-0.464291373,-0.341110222,-0.65648953,-0.146490916,-0.119474157,-0.04477091,-0.41802153
E01033573,-0.999103684,0.432601103,-0.211027633,-0.737877301,-0.223179326,-0.338907198,0.068586295,0.364777362,-0.662584303,-0.41299393,-0.284511544,-0.0222668,-0.384733647
E01000176,-0.99878211,-0.190064942,-0.259384095,-0.691552428,-0.493555424,-0.422688618,-0.682367447,-0.119575732,-0.62031328,-0.228110198,-0.122366924,-0.254683306,-0.324279315
E01000177,-0.999221617,0.063059168,-0.580754639,-0.536735583,-0.365448588,-0.668865066,-0.802412312,-0.233890207,-0.6617374,-0.163017548,-0.167637437,-0.14768781,-0.379375836
E01000174,-0.998961593,-0.247787147,-0.417996461,-0.61062455,-0.383296581,-0.567033794,-0.573490112,-0.297728264,-0.678303591,-0.085431713,-0.144252821,-0.340503531,-0.486720367
E01000175,-0.998840532,-0.348202687,-0.61651833,-0.498879036,-0.339840929,-0.43014509,-0.682586231,-0.236666888,-0.677286424,-0.16948861,-0.162803936,-0.150444251,-0.373829646
E01000172,-0.99874734,-0.35780582,-0.573627345,-0.500536601,-0.28817243,-0.383120343,-0.605851398,-0.350836478,-0.670217804,-0.089400552,-0.042900972,-0.099185002,-0.291217308
E01000173,-0.998928621,-0.382789498,-0.491241361,-0.562022517,-0.409977033,-0.640467806,-0.677544459,-0.302941464,-0.690493327,-0.176486904,-0.162321602,-0.137328318,-0.303555044
E01000170,-0.967928473,-0.381711128,-0.477609582,-0.571129335,-0.427408072,-0.378582748,-0.719192753,-0.183664649,-0.686331492,-0.07252701,-0.097018326,-0.150226496,-0.437630692
E01000171,-0.999032194,-0.064023136,-0.377887633,-0.641414462,-0.343306192,-0.532145243,-0.587546029,-0.287932407,-0.678645775,-0.037501614,-0.017590455,-0.223031941,-0.440096117
E01000178,-0.998731122,-0.032671362,-0.517968308,-0.575681823,-0.379984885,-0.550153895,-0.79481264,-0.233849996,-0.544078507,-0.168274409,-0.127777901,-0.09196782,-0.443514008
E01000179,-0.999289944,0.115593068,-0.563476683,-0.565502187,-0.355946531,-0.671636363,-0.763826369,-0.208169691,-0.66976566,-0.12434444,-0.21176315,0.024786165,-0.341722143
E01000316,-0.999237197,0.041128019,-0.34029372,-0.629293115,-0.055246048,-0.443012362,-0.650881724,-0.130334787,-0.674989523,-0.20026136,-0.23936856,-0.147653394,-0.377419124
E01000317,-0.999137398,0.050467922,-0.469325486,-0.559034862,-0.02715447,-0.3844489,-0.802600987,-0.318690886,-0.640564809,-0.183729156,-0.114026732,0.00354601,-0.43964873
E01000314,-0.9988231,0.02155546,-0.543283962,-0.459542383,0.180312156,-0.068609094,-0.529408087,0.005251783,-0.634328741,0.167839063,-0.163867208,0.146686329,-0.582345963
E01000315,-0.998399595,-0.427551381,-0.16092778,-0.717884513,-0.399236767,-0.393324085,-0.703276313,-0.169112322,-0.558295266,-0.239078908,-0.175132902,-0.127870422,-0.392480103
E01000312,-0.984862143,-0.100397207,-0.202966925,-0.656437727,0.042107821,-0.429267179,-0.557844144,-0.294719278,-0.705604418,-0.142875293,-0.20638497,0.179624825,-0.407708347
E01000313,-0.984461169,0.044667736,-0.223319791,-0.621870212,0.310369222,-0.33455595,-0.599852161,-0.344837426,-0.679550054,-0.080237452,-0.126443491,-0.096485851,-0.466065547
E01000310,-0.998913437,-0.010339877,-0.400024742,-0.544377251,0.171775839,-0.294451586,-0.506851295,-0.232067436,-0.652515867,0.034611233,-0.075526497,-0.186774239,-0.535458919
E01000311,-0.998282948,-0.355552895,-0.69294573,-0.380248737,-0.114124973,0.12597958,-0.746370258,0.136031489,-0.595984252,0.250760298,-0.01275115,-0.204101499,-0.320053252
E01000318,-0.999087404,-0.290176668,-0.440388945,-0.542701631,0.006201912,-0.536618988,-0.763989401,-0.270444395,-0.686568755,-0.182124408,-0.183862513,-0.078126781,-0.447226479
E01000319,-0.999114113,-0.13561942,-0.520764353,-0.512954381,-0.210451718,-0.552468262,-0.739173817,-0.249000317,-0.674642462,-0.147146996,-0.178775156,-0.004027143,-0.347964052
E01000276,-0.998833307,-0.30731934,-0.710176412,-0.414402245,-0.037245323,-0.311157964,-0.742817651,-0.03409356,-0.654292921,-0.098968739,-0.269700882,0.113238293,-0.419123326
E01000277,-0.999119768,0.162556858,-0.402160335,-0.595646973,-0.049470234,-0.14831233,-0.660950497,-0.302880915,-0.653337062,-0.249485439,-0.149224284,0.05474868,-0.354950015
E01000274,-0.998823528,-0.296152314,-0.410077462,-0.53923006,-0.276405521,-0.413140641,-0.680279366,-0.318545947,-0.648550709,-0.097566348,-0.122126944,-0.121943667,-0.429385812
E01000275,-0.998915057,-0.053618434,-0.57479712,-0.49244583,-0.147966352,-0.364369244,-0.637605737,-0.120596842,-0.65642846,-0.127421961,-0.139658485,0.178465463,-0.408366929
E01000272,-0.998192647,-0.407857963,-0.874105302,-0.306506677,-0.266780149,0.16160494,-0.879612645,0.224726911,-0.596693461,0.171189485,-0.154138632,-0.111742924,-0.427104882
E01000273,-0.998822974,-0.17326207,-0.510292818,-0.512954152,-0.284708234,-0.383458382,-0.638791567,-0.149745577,-0.6672597,-0.054354057,-0.102432375,-0.194017139,-0.449685046
E01000270,-0.998862861,-0.256847414,-0.605377027,-0.493186084,-0.405263303,-0.435767853,-0.742137426,-0.164637653,-0.670849738,-0.096927825,-0.171509402,-0.08971216,-0.342037876
E01000271,-0.998542523,-0.328954317,-0.696367384,-0.423876032,-0.280047724,-0.128560418,-0.724583857,-0.079234135,-0.644632957,-0.063442279,-0.15109208,-0.126039989,-0.411095871
E01000278,-0.998829242,-0.238838874,-0.643291893,-0.444172425,0.023089566,-0.406645431,-0.658310034,-0.175311226,-0.606750849,-0.173926448,-0.212115417,0.294076385,-0.459238025
E01000279,-0.997849584,-0.479594237,-0.943663627,-0.246600002,-0.172809688,0.371941569,-0.827591398,0.347029544,-0.560599847,0.278513801,-0.071055553,-0.08532476,-0.432078429
E01000156,-0.999131664,0.10532436,-0.511720939,-0.597784317,-0.298064763,-0.482004926,-0.659252656,-0.30748598,-0.64757504,-0.018172255,-0.098489217,-0.294620733,-0.355133727
E01000157,-0.969848071,-0.011078324,-0.438829138,-0.628629864,-0.45507647,-0.507331924,-0.687952518,-0.260053688,-0.708886657,-0.071216192,-0.233579584,-0.149842317,-0.302549883
E01000154,-0.998897152,-0.119151002,-0.048044501,-0.774855036,-0.092089413,-0.141911637,-0.592109036,-0.410878605,-0.71063599,0.018478317,0.028012825,0.122668159,-0.282514014
E01000155,-0.999171336,0.200530438,-0.212542104,-0.67359404,0.034838729,-0.408223095,-0.289162791,-0.168050204,-0.680680549,0.002155269,-0.171342666,0.521684025,-0.500908268
E01000152,-0.999017663,-0.208986688,0.096000136,-0.882085052,-0.371006664,-0.036810637,-0.607184542,-0.182727444,-0.740189947,-0.132575033,-0.163668806,0.047337641,-0.399962599
E01000153,-0.998941291,-0.293431252,-0.029872174,-0.778004114,-0.482036177,-0.272757525,-0.585450682,-0.185408948,-0.71216999,-0.033198534,-0.120298273,0.071441279,-0.378816151
E01000150,-0.998999493,-0.177802479,-0.29142633,-0.633463117,0.119194952,-0.464350997,-0.556973364,-0.226382373,-0.669391169,-0.190411861,-0.198459651,-0.002912634,-0.364635929
E01000151,-0.98259155,-0.125360079,0.1078281,-0.873570511,-0.316196287,-0.040625207,-0.711432642,-0.232690357,-0.745505366,-0.099346238,-0.155709639,0.006483092,-0.374852577
E01000158,-0.998813406,-0.168596971,-0.395875241,-0.630825547,-0.316484834,-0.562684163,-0.702695043,-0.260114281,-0.603496774,-0.10046644,-0.161233894,-0.076228826,-0.325842857
E01000159,-0.998837618,-0.309594506,-0.51583645,-0.531252464,-0.36296418,-0.389163774,-0.61239713,-0.230228863,-0.67418372,-0.097448162,-0.233759966,-0.059686191,-0.392241527
E01000256,-0.998645707,-0.265729813,-0.59515241,-0.451620689,-0.21251468,-0.236994505,-0.730598979,0.035977104,-0.638439361,0.036869262,-0.144268029,0.020077003,-0.390353202
E01000257,-0.998560383,-0.061179449,-0.196421613,-0.725562474,-0.093849046,-0.146182197,-0.544953881,-0.365769723,-0.565242444,-0.017164155,0.031859979,-0.102624638,-0.320731067
E01000254,-0.859267236,-0.340458432,-0.727036017,-0.413139623,-0.395733171,-0.292525767,-0.849704306,-0.123045038,-0.65109233,-0.053110316,-0.047617873,-0.070413612,-0.367263442
E01000255,-0.998577756,-0.272187076,-0.422535087,-0.540462593,-0.145766097,-0.29816438,-0.626316338,-0.280129426,-0.612728059,-0.046057763,-0.03785623,-0.106758695,-0.267664006
E01000252,-0.998871722,-0.190564035,-0.512466932,-0.539266905,-0.44399712,-0.447236632,-0.663996776,-0.166936189,-0.662589944,-0.1700882,-0.096330852,-0.005804316,-0.375147992
E01000253,-0.997782201,-0.574731385,-0.9097834,-0.263515437,-0.133705366,0.394974194,-0.918277264,0.362856464,-0.561030642,0.322056073,-0.044124988,-0.284893276,-0.419068036
E01000250,-0.99880244,-0.148299365,-0.50344397,-0.554238578,-0.313033255,-0.495106485,-0.511245188,-0.102102232,-0.653504069,-0.161538169,-0.044898344,-0.408658477,-0.534619888
E01000251,-0.988500801,-0.06746419,-0.450634577,-0.572211081,-0.37811995,-0.451058315,-0.617756484,-0.271690403,-0.676940616,-0.10311338,-0.089482861,-0.170540472,-0.442142718
E01000258,-0.998817018,-0.194470719,-0.649184171,-0.482876448,-0.290810061,-0.408120925,-0.732421891,-0.121884578,-0.648561661,-0.01002295,-0.118407069,-0.112321478,-0.404166102
E01000259,-0.998812699,-0.135330128,-0.454320433,-0.56577723,-0.076081948,-0.460291338,-0.547098556,-0.216525874,-0.583049257,-0.081279124,-0.214111065,-0.0593969,-0.382715631
E01000136,-0.981508866,-0.004953934,-0.756154859,-0.439910559,-0.093135796,0.045138946,-0.889876457,0.013777357,-0.595738921,0.036527629,-0.00283858,-0.116623744,-0.370293435
E01000137,-0.998988053,-0.038688982,-0.194740524,-0.729610596,-0.244582331,-0.203162923,-0.772622226,-0.324265689,-0.661002186,-0.134672835,-0.133862224,-0.059560748,-0.379991728
