start_point,end_point,length
234856,236121,373
234979,234998,17
234980,2674678,27
234980,235031,14
234978,235049,17
234868,235157,43
234238,234868,16
234981,235027,9
234982,2674681,70
234987,234877,47
234988,233723,53
234989,235072,122
234991,234579,61
234866,234579,41
234992,2674683,9
234779,235024,9
234993,234779,10
234923,235032,8
234996,234238,30
234997,234993,11
234941,2674685,18
234998,234941,45
235000,2674687,17
235002,236486,345
234851,2674688,56
235005,234748,89
235006,234844,78
233248,235124,28
235009,234945,57
235011,235182,39
235015,234742,43
235022,234996,50
235023,234996,9
235024,234997,11
235024,235486,173
235026,235050,5
234826,235026,21
235027,2674693,10
235027,234872,55
235023,235243,52
234587,234866,41
234959,2674694,30
235029,234959,14
235031,234952,49
234952,2674696,24
235032,235688,276
235036,234997,103
234998,235340,74
235038,234742,20
235044,235088,9
235046,235151,25
235047,2674703,17
235049,235104,51
235050,235131,22
235050,235117,72
235031,235175,35
235054,234826,9
235055,2674704,78
234872,235314,59
235002,235163,79
235000,2674705,16
235000,235077,22
235062,235427,83
235064,2674706,63
235065,2674707,68
235065,235231,114
235069,2674709,154
235070,234795,14
235071,234795,12
235072,234587,96
235076,233919,148
233919,2674545,214
235077,2674711,23
235079,234495,222
234495,235607,379
235086,234372,89
234372,235240,122
235006,235316,53
235087,235072,92
235064,2674713,23
235088,234987,33
235088,235827,222
234982,235588,120
234925,235448,86
235069,235390,77
235099,235054,14
235100,235054,94
235101,235102,26
235102,235158,30
235104,235029,38
235029,2674715,15
234599,2674719,120
235113,234599,212
235116,235117,400
235117,235131,78
235118,234536,74
235121,2674721,15
235122,2674722,10
235122,235262,59
235123,235388,84
235124,2674723,29
235124,2674724,16
235047,235148,50
235125,235047,12
235129,2674725,142
235055,2674727,125
235131,235099,4
235099,235100,86
235038,235154,22
235132,235038,34
234945,235541,104
235134,235388,75
235135,235077,23
235136,2674729,48
235140,234894,82
234894,2674730,74
235141,234987,224
234988,235767,159
235142,234988,63
235148,235121,40
235148,235116,45
235150,235151,85
235151,2674732,47
235154,235132,40
235157,235431,63
235022,235157,45
235158,235101,33
235158,235266,50
235161,235600,162
235161,235217,45
235162,2674545,325
235163,236469,311
235163,235289,82
235167,2674735,11
234805,235683,124
235121,235167,64
235175,234918,78
235176,234918,70
235182,2674741,32
235183,235182,42
234888,235592,155
234816,235327,39
235101,234816,70
235188,235283,26
235188,235795,294
235183,235389,42
235199,2674748,11
235175,235409,44
235201,234758,21
235202,234758,182
235207,2674749,12
235104,235079,70
235217,235601,92
235167,2674757,13
235207,2674758,20
235227,235150,37
235228,235150,68
235229,2674759,268
235230,235022,68
235022,235243,9
235231,235737,159
235231,235368,83
235240,235416,155
235241,235201,145
235242,235201,234
235243,235324,18
235245,235036,8
235036,234044,8
235248,235264,33
234904,235199,51
235199,2674760,51
234991,2674761,41
234811,234991,82
234044,235272,11
235252,2674762,115
235136,2674763,4
235256,2674765,75
235258,235259,116
235259,2674766,53
235259,2674767,66
235262,2674768,64
235264,2674769,64
235132,235300,14
235265,235512,66
235266,235274,52
235266,235536,67
235267,235055,17
235271,235136,26
235272,235245,10
235273,235245,232
235274,235536,64
235283,235804,126
235285,235295,13
235286,235142,71
235227,235142,94
235288,234904,50
235289,236105,199
235290,235289,87
235291,235272,180
234926,2674772,25
234926,2674773,10
235294,235315,16
235295,2674775,10
235296,235297,97
235297,235267,84
235299,2674776,52
235300,235129,149
234450,235352,80
235301,234450,68
235310,235820,144
235311,235310,104
235313,2674779,11
235314,235492,41
235314,2674780,82
235315,235316,55
235316,235469,47
235283,2674782,76
235321,2674784,11
235324,235529,50
235324,234960,47
235326,235258,44
235327,235327,32
235329,235381,11
235267,235620,72
235340,235363,5
235340,235381,50
235315,2674789,16
235321,2674790,12
235351,235116,258
235352,235412,34
235228,235382,35
235354,235228,58
235356,235313,9
235313,235492,68
235363,235708,82
235363,235321,26
235364,234811,70
235368,235737,89
235368,235452,83
235288,2674799,86
235262,235522,33
235380,235005,76
235076,235005,103
235381,2674800,11
235382,235227,62
235129,235271,20
235388,235678,104
235389,235423,24
235390,235389,243
235391,235271,8
235271,234911,134
234960,2674803,21
235398,235399,201
235399,235391,118
235264,235640,60
235404,234660,161
235408,235591,46
235409,235427,76
235409,235777,93
234911,235523,38
235412,2674808,65
235416,235762,88
235416,235118,64
235422,2674810,60
235423,2674811,123
235391,2674814,27
235391,235454,133
235427,235611,47
235431,235755,128
235230,235431,43
235390,235725,73
235448,2674821,350
235448,2674822,25
235079,236528,336
235449,235450,79
235450,235711,141
235118,235698,335
235451,235290,156
235452,235290,81
235454,234911,7
235086,2674823,53
235464,235202,101
235202,234696,85
235468,234578,51
234578,235533,63
235241,235642,52
235469,235241,181
235241,236852,373
235474,235326,62
235326,2674831,9
235354,235572,36
235479,235354,58
235484,235086,38
235486,2674836,77
235452,2674837,143
235454,235523,36
235488,235087,46
235299,235087,60
235492,235747,96
235423,235689,49
235497,235140,67
235140,2674840,112
235499,235717,44
235501,235382,48
235510,235100,162
235412,235712,50
235512,235299,51
235512,235499,3
235516,2674843,79
235469,235637,33
235519,235288,32
235520,235351,42
235351,235584,39
234766,2674845,255
235522,2674847,69
235256,235499,53
235522,235807,89
235523,235691,54
235524,235523,202
235523,235524,61
235525,235230,151
235230,235529,9
235528,235690,41
235529,235650,34
235533,235837,192
235533,235732,145
235536,2674853,166
235538,2674854,15
235541,235827,83
234696,235712,99
235544,235583,67
235555,235640,62
235556,235623,22
235479,235595,38
235558,235479,91
235501,235761,50
235572,235501,9
235380,2674864,11
235578,235286,13
235579,235286,38
235580,235747,43
235583,235594,74
235583,235113,11
235584,234357,19
235520,235584,27
235588,235256,56
235364,2674865,69
234357,235645,19
235591,235876,67
235592,235591,197
235594,235604,11
235422,2674866,78
235595,235572,59
234652,2674867,25
235588,235719,46
235380,235758,45
235600,235601,22
235601,235623,24
235602,235728,29
235404,235755,40
235604,235113,74
235606,2674871,101
235607,2674872,326
235610,235579,24
235579,235699,151
235611,2674874,8
235611,2674875,45
235612,2674876,121
235524,235669,32
235616,235538,62
235538,235610,89
235594,235678,84
235617,235484,73
235484,235762,272
235620,235880,61
235620,235720,146
235623,2674880,25
235627,234652,37
235631,235474,321
235632,235474,10
235633,235076,106
235634,235519,156
235635,235519,32
235637,2674884,125
235637,2674885,64
235640,235782,35
235642,236782,278
235642,2674887,70
235486,235970,156
235645,235727,18
235646,235364,98
235650,235754,28
235650,235753,33
235653,235422,113
235468,2674890,52
235658,235468,28
235659,235488,29
235660,235488,82
235661,235296,36
235663,235604,46
235664,235520,8
235668,235449,79
235449,236170,241
235669,236551,219
235669,235703,58
235678,235663,35
235679,235296,25
235682,235683,218
235683,236589,223
235688,235663,47
235689,235800,26
235689,235731,208
235690,236240,195
235691,235690,82
235695,235600,150
235697,2674897,42
235698,236592,219
235699,235818,41
235699,235761,32
235701,235664,34
235702,235664,348
235703,2674899,214
235703,235708,38
235707,235311,61
235311,235820,111
235708,235723,44
233529,2674902,210
235710,235595,50
235711,236501,266
235711,236170,117
235712,235939,174
235713,2674903,137
235714,2674624,28
235715,2674624,279
235610,235836,30
235660,235846,45
235717,235660,37
235718,235720,74
235719,235745,37
235720,235718,159
235723,2674906,59
235723,235627,49
235725,235682,34
235682,236098,108
235726,235727,40
235727,235803,26
235635,235728,57
235728,2674907,36
235731,235725,47
235731,2674909,168
235732,235837,27
235252,2674910,30
235659,235252,48
235691,236520,191
235737,236344,148
235741,2674913,77
235741,235939,51
235745,235717,79
235747,235875,76
235748,235291,47
235291,2674918,110
235750,2674920,63
235753,235844,32
235754,235753,17
235755,2674921,110
235755,235525,42
235756,235497,62
235757,235497,48
235758,2674922,9
235758,2674923,7
235759,235782,9
235761,235993,128
235762,2674925,181
235607,2674926,59
235767,235825,13
235767,235909,270
235768,235635,175
235769,235754,5
235592,235885,27
235772,235719,9
235627,236057,85
235627,235840,52
235777,2674930,27
235658,235975,210
235778,235658,96
235779,2674932,23
235782,235938,44
235783,235659,16
235777,236196,98
235794,235679,46
235679,235516,64
235795,2674936,9
235799,2674897,65
235800,2674897,45
235710,235968,48
235558,235710,10
235801,235769,20
235769,235841,23
235803,235701,7
235701,237120,647
235803,235726,30
235804,235816,68
235606,235804,52
235807,235558,68
235808,235800,43
235229,235745,48
235810,2674940,155
235816,2674943,150
235817,235836,32
235818,235817,62
235817,235859,178
235820,235861,12
235825,235872,17
235826,235825,23
235827,235861,15
235827,235141,9
235828,2674944,120
235516,235880,56
235831,236506,162
235836,235839,2
235837,235975,36
235606,236264,120
235779,235606,39
235839,235868,71
235839,236245,103
235840,235992,44
235840,235989,137
235841,235801,28
235841,235849,29
235844,235913,18
235844,235912,33
235845,235783,26
235846,235783,86
235849,235991,163
235849,235646,149
235852,235464,161
235853,235464,113
235718,2674949,86
235858,235141,16
235859,235818,44
235861,235977,151
235861,235858,8
235862,235807,44
235863,235807,87
235616,235826,16
235868,235616,32
235870,235801,25
235872,235826,24
235874,235875,40
235875,235938,53
235876,236146,70
235750,235876,144
235879,235748,40
235779,236179,76
235880,236208,78
235884,235868,104
235885,235988,42
235886,235885,73
235888,235688,94
235891,235707,25
235892,235707,29
235398,2674955,17
235893,235858,166
235617,236190,63
235896,235726,193
235897,236240,79
235872,236076,50
235846,235229,123
235900,235668,80
235901,235668,315
235902,235922,39
235795,2674958,57
235908,235242,13
235909,2674961,13
235911,2674962,154
235912,235913,27
235913,235922,5
235912,235940,22
235845,2674963,48
235617,235971,141
235918,236014,64
235919,236649,178
235525,235940,6
235870,235991,24
235922,235870,13
235925,235859,42
235932,2674973,56
235934,235808,58
235936,235845,34
235938,235958,95
235939,236104,121
235940,2674853,166
235943,2674976,79
235909,2674979,8
235242,2674982,13
235808,2674984,45
235958,235794,12
235794,2674985,55
235964,236037,17
235892,235964,10
235891,235892,18
235879,235967,26
235967,235879,26
235968,236060,39
235968,236006,37
235969,235273,152
235970,235273,151
235971,236363,98
235971,235998,66
235975,236005,34
235977,235891,7
235932,2674989,91
235978,235718,55
235816,236263,48
235964,235888,33
235988,235750,32
235756,236214,46
235989,235756,57
235893,235977,25
235888,236037,30
235991,235902,22
235992,236058,46
235992,2674993,38
235925,236268,67
235993,235925,40
235997,235958,13
235998,236396,90
235998,236115,78
236002,235633,21
235633,236178,79
236003,235874,146
236004,235874,102
236005,236043,24
236006,236471,107
236006,236007,37
236007,235862,12
235862,2674995,19
236013,235863,41
236014,235863,51
236015,236253,83
236016,236322,67
235612,236016,56
235988,236323,69
236017,235646,84
235967,236297,62
236019,235967,26
236019,235967,25
236020,235967,99
236021,236019,87
236022,2674998,48
235978,2675002,64
236031,236021,22
236021,236031,22
236032,236021,302
235902,236949,234
236037,236081,9
236043,2675013,58
235997,236122,26
235997,236123,29
235886,236151,33
235886,236794,203
236050,236007,104
236007,236125,38
235451,236368,81
235451,236105,85
236054,236031,77
236057,236810,196
236058,236057,80
236059,235993,136
236060,235993,37
235936,236017,7
236062,235936,91
236017,236446,82
233464,233529,331
236076,2675019,64
236077,236076,58
235989,236214,47
236078,236675,248
236081,236088,21
236082,236081,35
236088,235893,8
236089,236002,52
236002,2675022,47
235510,235612,96
236094,235653,119
235653,2675025,70
236098,2675027,62
236104,2675030,76
236104,236196,52
236105,236460,79
236062,236285,37
236062,236508,258
236082,236088,34
236005,236821,191
236110,236545,10
236115,2674925,75
236120,236060,71
236121,235900,77
235900,236371,314
236122,236123,48
236123,236208,102
236124,236125,274
236125,236013,44
236138,236213,13
236141,236022,106
236142,236022,42
236144,236014,29
236145,235510,87
235510,235713,88
236146,236451,70
236146,236323,169
236043,236176,47
236151,2675034,29
236054,235162,26
236162,236054,43
236122,2675040,116
236098,236453,68
236167,2674853,31
236170,235901,99
236171,235828,274
235828,2675042,269
236174,235778,102
235778,2675044,11
236175,235695,198
236176,235695,43
236178,236337,64
236178,236253,43
236179,236423,76
236179,235943,51
236188,236314,29
236190,2675046,54
236190,236364,43
235970,235715,67
236194,236013,92
236013,2675048,38
236195,2675049,43
236196,236232,14
236200,236221,10
235162,236195,75
236204,2674925,117
236207,236176,52
236208,236819,164
236211,236167,162
236212,236167,217
236213,2675053,52
236213,235934,44
235978,236418,53
235978,2675054,60
236214,236464,139
236058,2675055,43
236215,236221,61
236220,236020,50
236020,2675057,137
236221,2675058,11
236222,235934,185
236151,237026,217
236231,236232,36
236232,236360,102
236235,2675060,39
236144,2675061,36
236089,236144,45
235713,2675062,133
236240,2675063,38
236142,2675065,20
236242,236303,15
236245,235884,69
236253,236303,37
235943,2675070,82
236256,236733,187
236257,2675072,434
236082,236876,163
236263,236756,128
236264,236263,55
236266,2675077,43
236268,236245,154
236282,236142,37
236283,2675080,39
236285,2675082,20
236285,2675083,45
236289,236220,65
235911,236220,85
236297,2675086,36
236298,236282,62
235852,236314,40
236299,235852,161
236268,236663,300
236303,2675087,71
236311,2675092,15
235969,236485,39
236089,236333,8
236297,237605,335
235884,236342,60
235810,236283,159
236313,236283,69
236314,235853,40
236314,2675094,77
234765,2675096,64
236315,234765,17
236195,236491,143
236231,2675098,26
236264,236422,22
236320,235853,5
236145,236322,178
236322,236580,65
236323,236608,70
236003,2675100,10
236327,236362,143
236330,236311,78
236311,236330,198
236333,236688,98
236333,236518,68
236337,2675105,29
236338,236003,10
236162,236399,42
236339,236162,5
236320,236235,41
236341,236320,119
236342,236077,14
236077,236420,16
236343,236344,94
236344,2675106,413
236344,236367,127
236347,236418,37
236353,236231,40
236354,236235,193
236359,236360,62
236360,235768,92
236342,236420,15
236362,236339,157
236362,236339,83
236363,236364,130
236364,236640,67
236365,2675110,54
236367,236368,22
236368,236447,22
236371,236121,371
236374,2675113,60
236380,2674989,77
236381,2674989,78
236386,236211,112
236212,236211,102
236315,236455,17
236389,236315,9
236392,2675118,75
233464,233475,15
236393,233464,83
236396,236363,66
236399,2675120,91
236399,2675121,44
236215,235911,48
233475,236408,1
236406,233475,82
236408,236389,33
236409,236389,16
236408,236409,35
236410,236396,44
236413,236207,67
236414,236207,104
235768,236507,5
236417,2675124,211
236418,2675125,51
236418,236549,75
236420,236665,66
236421,2675127,149
236422,236757,110
236423,236422,35
236282,236141,31
236426,236110,34
236426,236529,37
236426,236462,57
236430,236120,62
236120,236471,38
236337,236518,30
235715,236709,125
236433,236004,25
236434,236004,14
236367,236447,31
236444,235810,63
236445,236446,61
236446,236594,138
236447,236460,96
236451,236750,86
236451,236608,173
236266,236452,437
236452,236266,226
236453,236421,37
236421,2675134,53
236455,236764,379
236455,236482,18
236460,236469,118
236462,236529,14
236463,236464,59
236464,236506,23
236453,236911,117
236466,236374,67
236467,236374,60
236468,236710,75
236469,236724,97
236469,236481,83
236470,236471,184
236471,236050,37
236473,236485,13
236481,2675143,108
236481,236486,13
236482,236409,7
236485,236215,39
236486,236386,100
236488,236145,71
236491,236141,46
236492,236684,53
236423,2675145,74
235702,236444,35
236496,236444,41
236498,2675147,9
236482,236682,51
236501,2675148,55
236501,2675149,45
236505,236050,172
236506,236649,73
236507,236462,21
236507,236553,32
236508,236913,115
236508,236675,115
236511,236519,40
236514,2675151,244
236518,236925,154
236496,235702,58
236519,236520,145
236520,236551,58
236523,236365,54
236365,236592,105
236527,236528,83
236528,237566,531
236498,236732,59
236498,2675156,73
236529,236553,11
236529,236110,8
236530,236529,10
236110,236546,10
236392,2675162,193
236543,2674899,17
236544,2674899,18
236545,236546,11
236546,236617,29
236548,236194,66
236194,236746,125
236549,235631,10
235631,2675168,38
236551,236544,22
236553,237663,408
236553,236530,9
236556,236414,92
236414,236413,36
236557,236463,64
236530,236695,41
236530,236545,9
236564,236599,37
236564,236565,307
236565,236564,94
236543,236544,17
236568,236473,10
236569,236473,14
236466,235969,99
236571,236549,53
236545,236695,45
236545,236617,31
236488,236580,184
236580,236830,66
235901,236371,83
236581,2675178,78
236410,236812,111
236585,236587,14
236587,2675181,17
236587,237336,186
236589,236903,83
236589,236694,78
236592,237025,115
236594,236823,135
236595,236594,86
236596,236174,22
236596,236174,22
236597,236568,135
236569,236568,11
236599,2675185,10
236523,2675188,10
236602,236094,589
236094,236630,85
236604,236380,7
236380,2675189,10
236608,236929,84
236614,236523,8
236617,236631,6
236619,236543,61
236621,236519,54
236491,236925,178
236630,236640,92
236630,2675193,153
236631,236684,149
236631,236855,81
236632,236059,189
236430,236059,37
236634,236569,329
236640,236912,72
236599,2675197,13
236641,2675198,20
236642,236413,90
236646,236496,367
236393,236257,72
236647,236257,207
236648,236614,62
236614,2675199,10
236649,236731,25
236649,236750,54
236596,2675201,100
236652,236330,85
236660,235896,18
236661,235896,18
236663,236717,18
236556,236821,36
236663,236665,20
236665,236717,17
236632,236430,136
236671,236204,39
236463,236721,44
236672,236463,98
236675,236691,15
236676,2675207,112
236678,236445,102
236445,236913,315
236596,237093,128
236680,236392,57
236681,236362,103
236682,236706,7
236683,236682,22
236684,236732,61
236686,236381,80
236687,236381,207
236688,236746,16
236688,2675210,144
236690,236691,196
236691,236768,95
236693,2675213,61
236694,236911,156
236694,237038,94
236695,237227,192
236699,2675216,163
236406,236393,17
236702,236393,45
236706,236761,16
236706,236760,35
236709,236466,142
236710,2675218,26
236660,236661,6
236680,236660,7
236641,237063,93
236711,236641,147
236714,236406,13
236715,236406,41
236717,236991,79
236683,236714,22
236714,236773,44
236661,236740,5
236721,2675222,63
236722,236571,55
236571,236849,55
236723,236343,78
236724,236343,346
236728,236683,14
236729,236680,10
236527,2675225,47
236731,236672,27
236731,2675226,80
236732,236865,39
236732,237118,266
236733,236710,62
236739,236740,497
236740,236729,9
236746,236892,41
236750,236963,106
236754,236929,92
236729,237179,109
236755,2675229,32
236756,2675230,84
236757,236756,43
236760,236761,31
236761,236772,5
236764,236765,65
236765,236764,65
236767,236768,282
236768,236782,21
236772,236728,11
236773,236728,7
236772,236809,37
236774,236212,127
236775,236212,85
234529,236893,12
236760,2675233,8
236782,236852,96
236774,2675235,111
236792,236488,47
236794,237130,89
236794,237027,120
236724,237088,76
236619,236621,279
236619,236811,8
236805,236548,99
236548,236693,65
236808,236527,47
236809,236773,25
236810,2675248,13
236811,236810,16
236812,236912,112
236811,2675248,16
236817,2675250,134
236818,2675251,115
236819,236849,19
236819,236894,22
236621,236890,53
236821,237245,124
236823,236733,28
236757,237500,253
236826,236341,33
236299,236341,23
236827,236721,6
236175,2675254,33
236808,236565,57
236765,236851,47
236765,237079,67
236672,236835,45
236829,236830,189
236830,237075,66
236827,2675257,229
236835,236827,91
236846,2675248,46
236849,236894,14
236849,236722,11
236826,236299,33
236851,234529,25
234529,236851,24
236852,237109,79
236852,236652,66
236855,237450,238
236855,237108,88
236858,2675042,107
236859,2675042,83
236715,238273,394
236863,236702,399
236864,236702,408
236755,236581,139
236581,2675264,82
236865,237323,120
236865,237161,149
236871,236556,49
236642,236556,35
236874,236648,16
236648,2675265,10
236875,236901,28
236876,237451,154
236876,2675266,24
236877,234529,199
236878,236755,41
236879,236931,12
236881,236823,35
236883,236175,111
236887,236722,116
236890,2675270,25
236892,237314,112
236892,2675272,41
236893,237144,65
236894,237169,95
236222,2675273,37
236901,236709,51
236902,236809,574
236903,2675275,56
236903,237319,108
236911,2675278,6
236911,237037,81
236912,237092,49
236913,237803,246
236812,2675279,66
236921,236693,23
236693,2675281,41
236922,2675282,10
236925,237106,127
236926,236925,19
236928,2675284,10
236929,236985,27
236930,236514,17
236452,2675230,94
236931,2675285,13
236931,236949,47
236934,236597,421
236935,236597,133
236945,236642,48
236947,236874,79
236874,236922,17
236949,237170,53
236954,236808,171
236699,236826,5
236652,237068,45
236901,2675296,29
236963,237001,12
236963,237044,46
236922,236928,14
236890,237337,94
236969,236792,50
236829,236792,23
236928,237025,100
236974,237064,39
236354,236699,47
236979,240622,1069
236985,2675302,28
236989,236926,142
236926,237328,132
236990,236991,83
236991,237189,56
236993,2675303,57
236835,237316,93
236835,237718,314
236997,236993,94
236998,236993,38
236881,2675304,86
236678,236881,248
236871,2675305,28
237001,2675306,32
237001,237044,59
237009,236774,132
237013,236723,255
237014,236723,85
237015,2675310,80
237023,236846,177
236846,237102,165
237025,237692,171
237026,237224,48
237027,237026,33
236985,237158,30
236878,2675316,13
237014,237076,83
237033,237014,145
237034,236878,36
237037,237038,175
237038,237201,40
237042,236871,115
236945,236871,35
237044,237158,55
237045,236678,30
236676,236681,159
236032,236681,76
237048,237049,97
237049,237049,80
237050,236829,45
236711,237063,70
237052,237109,33
236417,237244,32
237063,237200,34
237064,237277,58
237064,2675324,23
237067,237068,97
237068,237351,66
237071,2675230,118
237074,237075,178
237075,237343,65
237076,237033,200
237077,237033,80
237027,237130,32
237078,237079,68
237079,2675326,39
237088,237173,24
237077,237088,19
237092,237265,303
237092,237275,43
237093,2675330,209
237098,236676,72
237099,236775,151
237100,236775,258
237102,2675332,13
237105,237867,322
237105,236417,42
237106,237286,109
237106,237259,36
237107,237108,155
237108,237323,57
237109,2675334,29
237112,236817,138
236817,237663,189
237117,237118,51
237118,237575,233
237119,237120,37
237120,237293,26
237077,237173,19
237126,236945,165
237067,236354,42
237130,237299,45
237137,236739,119
237138,236739,232
237144,2675344,357
237144,237626,133
237147,237059,40
237148,237059,39
237152,2675347,49
237093,237245,23
237154,236505,54
236470,236505,39
236505,236124,37
237102,2675348,30
237158,237174,11
237160,2675351,648
237161,2675352,68
236632,236470,41
237168,2675355,45
237169,237247,36
236887,237169,54
237170,237100,28
237170,2675356,151
237172,2675357,48
237173,237800,217
237174,237925,234
237174,237202,11
236124,236805,53
237176,236632,55
237179,238439,446
237179,2675359,149
237180,236805,37
237184,237034,8
237185,237034,39
237034,237215,85
237186,237148,36
237147,237148,43
237188,237189,119
237189,237446,66
237195,2675362,97
237200,237199,65
237199,237782,354
236171,237200,82
237201,237353,193
237201,237354,34
237202,237925,258
237202,237224,8
237206,236818,63
236818,236954,138
237185,237184,39
237214,237215,44
237215,237248,76
237224,237299,65
237224,237373,206
237037,237281,54
237184,237214,41
237227,237309,29
237227,237310,18
237214,237556,105
237050,237269,16
237233,237050,10
237236,2675370,32
237238,236690,29
237239,236171,32
237242,2675373,121
237244,2675376,12
237245,237642,107
237246,237067,438
237247,237375,30
237248,237247,30
237239,237675,110
236858,237239,25
237259,237260,58
237260,237259,182
237259,2675380,35
237264,237496,66
237264,237275,35
237265,237264,200
237266,236032,136
237233,237269,11
237269,237074,13
237271,237233,159
237119,237293,28
237274,237119,318
237275,237495,60
237276,237277,51
237277,237009,97
237281,2675384,66
237283,237206,58
237284,237206,53
237244,237758,159
237248,237375,32
237285,2675386,54
237286,237314,59
237286,237420,41
237236,236883,2
237172,236883,43
237290,237186,42
237186,2675390,32
237292,237742,67
237293,2675391,22
236858,237373,43
237294,236858,42
237100,237506,61
237296,237236,120
237299,237015,47
237303,237147,244
237304,237670,142
237305,236887,33
237306,237365,15
237306,237306,84
237309,237310,23
237310,237195,20
237314,237180,77
237316,2675396,39
237319,237152,42
237319,236930,37
237309,237726,159
237323,237585,95
237326,236935,105
237327,236935,187
237328,237634,88
237328,237048,43
237074,237292,63
236634,237535,101
237290,236634,18
237336,237652,89
237337,237336,70
237316,237718,180
237015,237294,87
237292,237343,160
237343,237742,228
237161,237638,107
237344,2675406,79
237180,237154,92
237348,237180,40
237294,237373,6
237350,237337,104
236767,237351,172
237351,237540,57
237353,237354,152
237354,237625,79
237152,2675408,64
237350,237360,102
237360,237350,24
237168,237360,28
237365,237168,42
237283,237985,174
236997,237283,17
237296,237172,143
237373,2675416,272
237365,237688,88
237195,2675417,22
237375,237435,29
237379,236997,188
237154,237176,77
237381,237154,84
237076,237654,76
237386,237476,43
237387,237290,305
237391,237528,40
237393,237098,89
237098,2675422,71
237397,237276,72
237276,2675423,64
236514,236687,56
237404,236687,148
237176,237449,118
237416,236647,217
236647,237919,203
237281,237525,42
237418,237437,7
237420,237260,88
237434,237305,90
237435,237305,47
237437,2675434,7
236690,237751,175
237048,237606,68
237437,237397,56
237348,237420,136
237420,237538,42
236930,237940,144
237445,237009,19
237446,237497,26
237446,237497,26
237449,237498,60
237449,237679,88
237435,237609,50
237450,2675441,141
237450,237464,84
237451,237982,161
237451,2675442,63
237452,2675443,74
237453,236646,188
237454,236646,219
237463,2675449,32
237464,237107,81
237465,237515,13
237285,237528,57
237471,237285,251
237463,2675453,34
237099,237445,161
237476,237616,171
237479,2675456,153
237486,237348,60
237487,237348,42
237491,237265,75
237494,237238,71
237495,237616,34
237496,237495,38
237497,237498,30
237498,237497,30
237499,237071,75
237500,237071,83
237502,237445,33
237506,237923,124
237506,237665,142
237513,237635,35
237515,237705,52
237515,2675465,12
237107,238037,221
237491,237496,186
237519,236989,31
237520,236989,51
237522,2675467,19
237523,2675468,42
237525,237353,46
237526,237353,174
237528,237565,37
237529,237497,30
237497,237529,31
237497,237614,25
237497,237614,25
237476,2675469,101
237532,237545,9
237327,237713,115
237535,237327,9
237536,237238,58
237538,237520,138
237520,237739,177
237344,237540,23
237540,237817,75
237545,2675473,10
237546,237545,32
237547,2675474,169
237548,2675475,36
237551,237112,26
237112,2675478,154
237554,237535,262
237556,237523,123
237523,2675482,70
237561,236767,128
237565,237635,93
237565,237824,70
237566,237463,116
237567,2675485,39
237529,237670,52
237574,237344,398
237575,237638,39
237575,2675488,74
237576,237502,98
237502,2675489,85
237581,236954,34
237525,237717,39
237585,238155,195
237585,237819,76
237452,237753,45
237522,237758,78
237587,237522,18
237588,2675494,10
237487,237538,136
237538,237739,40
237593,2675498,83
237594,237397,134
237597,237452,33
237379,2675499,48
237605,237266,28
237605,237632,33
237606,238643,298
237606,237242,41
237609,237733,47
237609,237768,52
237452,237646,81
237500,2675504,17
236877,237626,12
237613,236877,87
237614,237725,26
237615,237634,48
237556,237782,129
237616,237697,18
237617,237588,11
237618,237588,51
237619,237775,42
237526,237625,36
237625,237965,95
237626,237546,33
237626,237917,87
237628,2675509,127
237632,237266,41
237633,237519,45
237519,2675510,42
237634,238190,170
237635,2675511,73
237381,237487,90
237637,237487,40
237638,237819,107
237613,237917,11
237638,238224,176
237641,237642,260
237642,237126,26
237645,237646,42
237646,237692,89
237647,237454,7
237649,238086,167
237652,237806,71
237652,237669,94
237653,237099,176
237654,237972,91
237654,2675517,58
237656,2675518,12
237658,237653,61
237663,237246,210
237664,237665,72
237665,237705,30
237667,2675522,113
237668,237669,19
237669,237672,82
237546,237673,104
237670,238115,185
237671,237672,20
237672,237688,88
237673,2675524,69
237675,238396,208
237675,237548,91
237679,237381,194
237680,237381,170
237683,237752,60
237687,237526,70
237548,2675529,244
237688,237872,81
237688,237023,92
237464,237709,7
237690,237491,77
237692,238101,120
237697,237880,58
237697,237690,218
237242,237719,21
237126,237707,27
237699,237023,237
237705,237794,71
237706,237656,206
237656,237735,114
237707,237296,19
237708,237709,210
237709,238037,150
237710,2675533,68
237713,237326,78
237714,237326,148
237581,237985,228
237715,237581,65
237567,237864,230
237547,237567,67
237716,237825,40
237717,2675535,48
237717,237965,211
237718,237479,36
237719,237393,36
237393,238300,423
237721,237379,172
237725,2675536,75
237725,237987,74
237726,237790,21
237727,237726,27
237719,237906,64
237632,238300,172
237733,237434,12
237734,237434,154
237735,237706,103
237499,237735,15
237737,237668,70
237671,237668,83
237739,237637,136
237733,238163,149
237707,237760,5
237742,237827,71
237748,237671,70
237750,237536,45
237751,237536,48
237752,2675540,104
237752,237911,50
237753,2675541,23
237755,2675543,54
237758,237867,40
237759,237760,35
237760,237796,17
237763,237499,102
237764,2675544,102
237768,237733,21
237769,2675546,97
237775,237776,19
237776,237803,55
237776,2675548,45
237778,2675550,487
237782,238477,117
237783,237547,33
237547,237929,94
237679,238047,81
237785,238302,180
237786,237775,27
237788,237751,62
237673,237710,88
237753,2675553,23
237790,238175,178
237727,237790,29
237793,237794,126
237794,237820,111
237796,237891,94
