start_point,end_point,length
79392,79393,37
79393,79877,67
79394,79838,261
79395,80176,89
79402,78911,151
79405,79406,57
79406,79405,31
79408,78831,29
79136,78462,106
79410,78462,169
78665,79860,75
78357,79205,16
79415,79457,14
79415,80065,77
79416,2631022,18
79419,80704,151
79422,2631023,53
79428,80050,73
79061,2631025,46
79430,2631026,67
79431,2631027,105
79432,80396,115
79432,78980,72
65294,78774,110
79433,78774,77
78837,79449,46
79443,2630370,140
79446,2631034,23
79446,79116,43
78268,80082,89
79447,78653,83
79448,79422,68
79449,79448,33
79452,78857,257
78857,2631035,39
79300,79958,102
78885,78585,15
79454,78585,16
79457,77966,8
79459,79333,54
79333,2631036,23
79461,2631038,144
79461,79918,62
79462,78761,47
78761,79617,120
79464,79480,75
79475,79523,13
79177,79800,40
79480,79277,48
79481,79277,105
79296,2631041,33
79487,2631042,18
79488,80677,356
79490,80033,77
79491,79111,151
79492,79111,152
79497,78272,48
77966,79799,63
79498,79879,62
79498,79963,74
79499,2631043,65
78885,80313,151
78885,79454,19
79307,2631044,40
79264,79757,46
79504,79329,18
79329,79504,88
79505,79726,34
79506,79505,160
79510,80188,77
79511,79371,45
79371,78737,127
79512,79512,115
79513,79512,43
79514,78961,63
79515,79737,43
79515,2631015,223
79205,79630,18
79516,79205,60
79517,79321,31
79518,76745,620
79520,2631048,35
79522,79523,81
79523,2631049,9
79527,79094,45
79537,78760,273
79119,80373,152
79538,79428,26
79022,79284,54
79539,79022,59
79541,79516,54
79542,79541,16
78820,2631057,26
79548,79777,30
79548,2631060,29
79549,79291,10
79193,80025,77
79556,80218,113
79557,79556,204
79405,80518,200
79564,79137,169
79565,79137,47
79408,79874,63
78844,79408,40
78987,79568,191
79568,79647,35
79569,65294,156
79459,79755,26
79575,2631065,41
79575,79695,35
79576,79786,40
79577,79576,67
79579,79307,7
79582,79343,141
78737,78803,119
79588,79116,77
79589,80114,61
79589,79596,162
79590,79373,42
79591,79590,38
79248,2631070,81
79594,79248,70
79595,79454,152
79596,80479,111
79601,80158,152
79601,80119,100
79602,78996,20
79602,78996,20
79603,79604,94
79604,79831,130
79606,79100,31
79606,2631071,50
79607,79328,92
79328,80363,132
79266,78987,111
79591,79736,42
79614,79092,137
79092,79951,94
79615,79282,110
79616,79282,61
78980,80604,226
78980,79487,22
79617,79625,10
79624,79943,38
79624,79497,151
79625,79777,141
79625,79846,141
79626,79284,127
79542,2631077,31
79630,79631,150
79630,80635,186
79631,79630,179
79549,81027,177
79632,79549,44
79634,78679,67
79635,78679,68
79636,79044,11
79640,80045,68
79640,79783,28
79579,79641,17
79641,79579,15
78803,78906,147
79643,2631079,37
79204,81625,328
79644,79204,103
79645,79504,21
79647,79517,21
79653,79850,102
79538,80051,72
79654,79538,90
79663,79099,84
79664,79770,13
79670,78820,106
79671,79136,58
79594,2631084,79
79285,79672,49
79672,79285,28
79680,79764,32
78867,2631087,33
79517,2631089,132
79685,80175,57
79686,78926,117
78926,80175,142
79449,79865,65
79689,2630943,255
79690,2630943,117
79691,80467,186
79691,80082,87
79692,79734,48
79693,2631092,14
79695,79868,22
79695,79913,28
79643,2631096,22
79710,79711,41
79711,79878,71
79717,78906,35
79602,79998,44
79602,79718,21
79718,79602,21
79693,2631103,67
78896,2631104,290
79520,78896,13
79719,79313,144
79313,80648,216
79724,79287,68
79287,2631105,24
79725,80233,113
79726,80397,99
79727,79726,165
79728,79636,107
79636,79728,138
79729,80146,65
79499,79729,29
79348,81271,186
79734,79383,38
79735,79851,29
79736,79966,26
79737,2631107,153
79738,2631108,109
79741,80364,124
79742,80041,39
79746,78332,7
78332,2631109,23
79749,79150,129
79749,80239,66
79750,80434,136
79750,80551,156
79752,79753,284
79753,80030,40
79755,2631112,20
79757,80066,76
79758,79757,106
79759,80194,78
79736,79760,24
79760,79966,28
79763,79422,13
79764,79383,21
79765,79100,10
79641,80389,143
79767,79641,73
79243,80192,48
79150,80033,69
79768,79632,23
79769,79770,63
79770,79769,40
79755,79947,23
79773,78844,132
79353,80329,69
79774,79244,180
79244,79862,91
79365,2631116,23
79777,79846,6
79777,2631060,6
79778,80177,44
79782,81150,168
79783,80018,34
79783,79964,33
79784,78796,122
78796,79491,101
79785,2631060,6
79786,2631060,58
79788,80408,73
79789,79788,40
79788,79430,10
79430,80121,72
79792,79520,70
79793,2631120,18
79796,79316,92
79797,79316,421
79798,79635,37
79799,80097,66
79647,80330,80
79789,80342,64
79800,80056,33
79801,78805,36
78805,79973,29
79802,79185,49
79185,79802,65
79808,79645,17
79645,79808,79
79809,79746,76
79810,79746,138
79792,78867,52
79821,79251,58
79511,79251,130
79822,79822,33
79822,79977,20
79492,79480,79
79823,2631123,58
79827,79737,107
79828,79977,35
79212,80021,29
79212,79963,34
79829,80854,123
79829,80146,64
78897,2631124,365
79833,79672,156
79837,79443,11
79838,79837,97
79839,79765,175
79273,80889,244
79273,2631126,10
79843,79718,36
79846,80144,35
79785,79846,6
79785,80144,35
79785,79935,54
79848,2631130,29
79849,79643,43
79850,79527,26
79527,2631131,340
79851,80084,32
79851,80014,46
79852,78790,107
79852,80866,125
79853,80075,28
79853,79365,35
79854,2631132,15
79513,79671,58
79858,79671,37
79859,80098,38
79860,80119,43
79861,79860,48
79786,79935,11
77832,79910,17
79862,80236,44
79862,80041,89
79864,79763,70
79865,79763,20
79867,79462,143
79462,79889,11
79868,79937,16
79869,79868,15
79565,2631138,26
79872,79565,21
79874,79849,44
79874,80060,38
79876,79877,108
79877,79686,69
79878,79513,59
79879,79881,40
79880,79879,42
79516,80245,56
79881,79516,43
79882,80218,58
79883,80214,38
79887,2631140,21
79889,2631142,157
79889,2631143,125
79890,79969,17
79890,79926,63
79891,79890,24
79497,80010,55
79902,79499,14
79906,2631150,13
79909,79511,63
79910,80063,19
79911,2631151,66
79912,79710,8
79913,80207,41
79869,79913,17
79710,2631154,9
79918,2631155,151
79918,80066,20
79443,80554,84
79919,79764,70
79854,79920,24
79920,79854,12
79926,80186,33
79926,79968,11
78977,79956,9
79927,78977,24
79931,80262,38
79934,79808,125
79935,80455,65
79935,80753,163
79936,79937,23
79937,81124,289
79942,2631161,35
79943,80465,60
79943,79942,100
79616,2631162,102
79945,79831,160
79793,2631164,7
79947,79793,40
79951,78897,428
79953,78897,107
79954,77283,144
77283,79971,39
79955,79956,174
79956,80230,164
79958,2631169,67
79936,79869,47
79960,80253,48
79963,80091,15
79963,80037,10
79964,80254,101
79964,80254,52
79823,78882,12
79966,80052,11
79968,79969,27
79969,79891,26
79902,80456,77
79970,79902,43
79971,2631171,111
79971,79992,36
79973,2631172,35
79947,80315,43
79947,79906,55
79514,79607,72
79976,79734,45
79977,80227,32
79978,79865,5
79987,81531,186
78396,81224,152
79992,80192,105
79993,78861,119
79994,78861,37
79998,80576,98
79999,79341,18
80002,79717,77
80003,79717,65
80004,79968,23
78653,79833,99
80005,79920,109
79999,2631175,147
79906,2631177,18
80010,80276,289
80010,79588,61
80011,79850,21
80012,80013,64
80013,80270,30
80014,78963,49
78790,78910,118
80015,79257,17
79876,79635,68
80018,80102,34
80019,80018,54
79864,79978,44
80020,79978,72
79880,79848,16
79848,2631178,24
80021,80037,8
80022,80021,14
80025,80064,35
80026,80025,17
80027,79927,32
80030,2631181,138
80030,80274,33
80033,80628,87
80033,80352,66
80034,2631184,64
80035,79539,36
79539,80177,87
80037,80091,9
78595,80115,73
80041,81480,179
80042,79654,144
79481,80259,102
80045,79481,8
80049,79796,355
80050,80129,46
80051,80050,30
80022,81963,246
79431,80022,25
80005,80052,34
80052,80323,33
79887,2631187,23
80056,79887,55
80058,79843,165
80059,79843,43
80060,2631188,18
79891,80956,470
79402,82191,305
80061,79402,37
78882,80478,49
80062,80063,139
80063,80533,56
80064,2631189,35
80065,81356,162
80065,80815,170
80066,80556,107
80069,78778,318
80070,78778,160
80056,81425,164
80075,80622,65
80075,80674,87
80075,80122,11
80076,79993,8
79993,2631194,10
80078,79878,56
80079,80132,104
80082,81031,178
80083,80083,36
80083,80524,59
80084,2631196,45
80084,2631196,295
80085,79663,117
79663,80499,53
80088,79626,80
80091,80187,12
79769,81249,134
80097,80295,56
79644,80696,79
80098,79644,12
79310,79431,67
80102,80045,27
80114,80766,109
80114,80243,15
80115,80849,85
80115,80188,76
79951,82477,416
80117,79634,76
80118,79634,35
79942,2631204,30
80119,80034,35
80121,2631205,33
80122,80623,60
80122,2631206,43
80125,79880,21
80003,80664,154
80127,80003,117
80128,80026,21
80129,79861,46
80132,2631209,59
80137,79802,72
79881,81075,187
80139,79881,79
80140,80027,139
80141,80027,88
80143,79936,176
80144,80712,67
80146,80217,11
80121,80514,42
79849,80454,59
80153,80154,102
80154,80655,187
79821,80154,63
80155,81020,217
80155,80465,151
80156,80098,169
80157,80011,41
80011,2631131,107
80159,79724,85
80161,80060,17
80162,79999,146
80163,79266,60
80164,79266,138
80165,80015,32
80015,80262,67
80168,2631218,43
80171,79858,64
79858,2631219,11
80175,80269,53
79919,80251,40
79919,80782,78
80176,81278,140
80176,80543,84
80177,80361,131
80177,2631222,31
79911,80445,32
79838,80554,139
79588,80276,37
80184,80004,50
80185,80004,15
80186,80185,9
80186,80212,24
80139,80187,70
80187,80609,92
80188,80850,90
80192,80376,23
80042,80051,164
80194,80704,92
80195,80321,28
80207,80934,90
80208,80207,194
80210,2631228,64
78963,80397,59
80211,79310,247
80212,79310,17
80213,78910,76
80214,2631229,10
80214,78808,43
79522,80705,165
79283,79522,203
80217,80724,79
80217,80456,42
80218,81080,142
80219,80218,285
80220,80005,18
80223,79792,25
80227,80575,74
79564,80227,32
80228,78808,186
80229,78966,126
80230,78966,108
80233,2631232,32
80233,2631233,82
79970,80729,79
80234,79970,31
80235,80271,16
80236,80306,10
80237,80236,172
80239,2631235,33
80240,2631236,41
80241,78351,252
78351,80340,23
78891,80675,99
78891,81665,342
79727,79506,36
80242,79506,63
80212,80258,13
80243,2631237,94
80243,80766,62
80245,80686,69
80245,80686,102
80128,80248,82
80248,80128,25
80251,80270,14
80252,80251,32
80253,80680,60
80253,2631239,74
80254,80304,13
80257,80493,95
80257,2631241,31
80185,80378,15
80258,80185,10
80259,80102,64
80260,80102,47
80230,2631242,83
80261,80127,44
80262,2631243,60
80266,80061,201
80061,81199,124
80064,82049,264
80268,80269,79
80269,80334,36
80270,80252,18
80271,80359,55
79958,2631247,15
80274,80163,24
80163,80274,25
79346,81220,147
80239,81074,94
80258,80378,15
80287,79994,3
79994,80309,8
80288,80220,37
80220,2631251,17
80157,2631252,21
79909,79821,140
79758,80295,62
80295,80815,66
80156,79607,78
80296,79492,177
80297,79492,149
80301,79864,88
80303,80304,44
80304,80435,22
80305,80484,55
80306,80909,68
80306,2631257,20
80308,80287,97
80309,80287,3
80059,80617,43
80313,80059,51
78943,80159,21
80159,78943,21
80315,2631259,32
80319,79686,258
79686,80781,70
80320,2631261,28
80321,79209,94
80321,80515,20
80034,80586,41
80322,80323,26
80323,80442,13
80325,80617,57
80326,80309,105
79670,80329,22
80329,80422,11
80330,80365,15
80330,80576,36
80334,80506,94
80335,80336,23
80336,80168,26
80035,2631265,33
80337,80473,15
80340,81808,266
80322,80443,11
80341,80322,181
80342,80923,65
80342,80408,36
80343,80035,65
80223,2631266,140
80352,81676,191
80352,80117,65
80353,79582,223
79582,81325,119
80354,80208,18
79603,80354,10
80315,80447,10
80356,79690,645
79976,2631270,81
80359,80271,76
80360,80361,90
80361,80590,54
80363,80539,167
80363,80870,62
80364,2631271,93
80168,79809,61
80365,2631272,50
80365,2631273,89
80373,80248,9
80165,2631278,29
80127,79614,57
80376,81361,118
80376,80818,145
80377,80129,67
80378,80184,26
79945,79603,8
80379,79564,17
80382,80628,34
80383,80141,20
80384,80141,27
80386,79209,15
80387,2631247,186
80388,2631247,425
80389,79767,70
80390,79767,40
80396,81300,110
80397,81235,118
80398,80397,163
80400,80484,9
79242,80400,80
80401,80445,30
80403,79945,20
80405,80157,34
80234,81050,100
80407,80234,51
80408,80514,47
80410,80572,37
80421,80252,9
80422,79670,27
80422,80797,44
79670,80356,119
80384,80383,20
80424,80383,13
80430,80373,57
80431,2631196,26
80432,79491,135
79491,80296,130
80433,81644,329
80433,81071,95
80434,80648,82
80434,81184,98
80435,80822,123
80435,80303,5
80437,80165,71
79909,81001,127
80440,79909,217
80441,79810,52
79810,80386,109
80163,80642,27
80163,80642,27
80442,80443,25
80443,80341,177
80442,80512,7
80445,80692,34
80447,80717,30
80447,80473,55
80452,80308,23
79809,80441,30
80454,80210,32
80454,81575,186
80455,80887,57
80455,80753,86
80456,80966,78
80456,80729,43
80088,80424,111
80458,80829,43
80458,80561,132
80303,80822,64
80464,79876,63
80465,81020,64
80465,2631288,146
80466,80159,22
80159,80466,22
80467,80159,165
80473,80906,50
79614,2631291,181
80441,80689,23
80478,81071,71
80478,2631292,106
80479,80341,10
80480,78915,60
80484,80818,41
80485,80604,13
80062,80085,456
80085,2631293,138
79773,81575,197
80493,79773,160
80495,79738,81
79738,80680,43
80499,80650,112
80499,2631298,93
80506,80687,73
80507,79220,186
79220,80950,101
80508,80379,106
80379,2631300,82
80509,79727,59
80510,80260,202
80511,80260,49
80512,81226,235
80513,80512,106
80514,2631301,87
80240,80389,28
80515,2631302,12
80515,2631303,14
80517,80518,140
80518,79784,14
80519,80479,74
80208,80659,15
80523,80523,37
80524,80523,78
80237,80867,41
79774,80237,25
80527,80386,21
80242,2631306,58
80532,80242,28
80533,81144,83
80537,80539,99
80538,80539,366
80539,80538,123
80543,81489,144
80544,80543,9
80546,80335,131
80546,80335,127
80078,80570,74
80548,2631261,66
80549,2631261,66
80551,81281,208
80551,81051,99
80552,80809,41
80553,2631015,121
80554,80694,55
80556,79758,75
80561,2631311,35
80563,80240,413
80002,80440,155
80566,80440,114
80570,80171,24
80171,2631315,11
80571,80572,199
80572,80727,17
80575,80524,31
80576,81210,114
80576,80058,38
79631,80635,6
80586,80817,36
80587,80586,184
80588,80403,21
80403,81178,133
80589,80590,293
80590,81089,107
80592,80464,33
80595,80726,49
80596,80782,49
80603,80384,169
80604,2631323,31
80606,81366,148
80609,80139,58
80610,80139,19
79784,80432,92
80616,2631325,84
80184,85062,560
80617,81198,96
80621,2631326,36
80622,80623,12
80623,2631327,44
80627,79242,15
80628,81074,99
80629,78830,14
80630,2631329,181
80631,80158,84
80632,80313,3
80622,80674,4
80407,80635,18
80635,80407,18
80638,80405,25
80638,80645,20
80137,80639,23
80639,80137,24
80640,80137,55
80641,79774,31
80466,81112,102
80642,82112,234
80643,80632,77
80644,80632,11
80210,80833,34
80645,80405,23
80648,79719,133
80649,80648,393
80650,2631331,11
80650,2631332,10
80655,80627,38
80656,80627,33
80308,2631333,22
80657,80658,37
80658,80658,71
80659,81227,174
80659,80588,9
80364,81633,133
80664,80002,30
80665,79728,34
80666,80809,107
80673,2631335,85
80674,80801,16
80532,2631336,22
80675,80532,86
80676,80677,44
80677,80621,41
80588,80924,30
80548,2631337,24
80679,80117,87
80117,80825,87
80680,80875,54
80683,2631338,31
80686,80734,61
80687,80717,40
80687,80786,33
80688,2631131,141
80689,81660,201
80690,80689,59
79833,81132,67
80691,79833,174
80692,2631339,37
80694,2631341,245
80696,2631342,196
80697,80696,80
79934,81099,81
80132,80817,20
80640,2631345,34
80527,81762,139
80527,81525,155
80702,80644,67
80703,80644,55
80297,80259,62
80704,80353,103
80705,80733,11
80706,80705,11
80709,80629,93
80710,80629,65
80683,79839,102
80712,80894,26
80712,80895,23
80717,80786,8
80717,80906,55
80722,80819,11
80724,80854,23
80724,80966,43
80726,80727,63
80727,81019,37
80656,80655,39
80153,80655,124
80729,80851,20
80733,80772,5
80733,80771,14
80407,80823,14
80734,80407,61
80737,81169,64
80390,2631352,68
80738,80390,58
80739,80932,38
80740,81234,21
80746,80747,5
80747,80747,118
80570,80865,19
80575,80992,73
80692,80991,50
80753,80940,61
80553,2631354,34
80758,80261,190
80759,80261,250
80088,81076,125
80764,80511,75
80765,80511,154
80766,80835,70
80771,80683,51
80772,80771,13
80746,81446,113
80746,2631357,23
80774,80610,91
80610,81359,116
80772,80706,12
80777,2631359,26
80778,2631360,55
80781,80268,219
80782,81264,106
80786,80977,53
80430,79689,63
80787,80645,310
80645,80688,32
80788,80639,89
80791,80706,239
80792,2631364,29
80795,80377,157
80797,80356,165
80797,81270,64
80800,80848,22
80800,80359,59
80801,81160,61
80801,80301,160
80058,81088,48
80808,80781,88
80809,80164,97
80480,80892,13
80810,80641,62
80641,80867,38
80814,80815,59
80815,81695,125
80817,81444,196
80817,81021,35
80818,81253,84
80819,2631367,10
80819,80852,104
80821,80377,75
80822,81132,61
80823,81230,69
80823,81230,99
80825,80464,77
80829,2631372,14
80833,81169,67
80833,82079,211
80834,80519,121
80835,80519,88
80829,81167,40
80841,80829,282
80844,80548,32
80847,80213,30
80848,80213,102
80849,81687,109
80850,80849,78
80851,81370,128
80851,81050,32
80852,81364,64
80854,81148,47
80538,80918,8
80856,80857,44
80857,80778,68
80778,80857,67
80865,2631379,265
80865,81290,61
80792,80866,111
80866,81225,45
80867,83265,334
80869,2631381,41
80726,81018,42
80870,80537,22
80870,81098,27
80468,2631382,24
80549,80556,42
80874,80875,54
80875,80932,76
80621,81188,79
80883,80673,55
80673,81464,108
80884,79953,24
80885,79953,395
80886,2631386,86
80886,80709,44
80887,80997,15
80887,80895,17
80888,80889,7
80889,80957,160
80892,80495,39
80894,81016,34
80895,80894,11
79569,82103,422
80896,79569,202
80902,80301,123
80398,2631387,45
80509,80398,25
80905,80664,104
80906,80977,10
80907,80156,159
80908,79595,30
79595,80643,27
80909,83231,315
80910,80909,76
80895,2631389,14
80914,2631392,24
80917,80918,155
80918,81436,106
80919,80042,189
80343,80920,29
80920,80343,28
80537,81098,26
80923,80987,7
80923,2631394,36
80924,82620,226
80924,81795,118
80927,80268,279
80928,80640,53
80930,80360,3
80360,82027,206
80656,81820,157
80932,80657,19
80933,80657,39
80934,81741,125
80934,81703,166
80935,80930,101
80930,80935,178
80940,81291,71
80940,81027,53
80609,81954,138
80950,2631397,53
80953,80665,62
80665,81417,80
79719,81058,109
80954,79719,246
80956,80888,106
80957,80888,152
80694,81495,85
80326,2631399,77
80961,80850,33
80963,80676,55
80676,2631400,46
80965,2631402,37
80966,81149,71
80969,2631403,50
80914,80509,38
80972,81643,210
80972,81210,38
80972,81210,37
80973,80468,14
80977,79954,50
80978,2631408,35
80848,81321,46
80979,2631409,57
80987,81095,19
80987,2631410,32
80988,2631411,43
80991,2631414,12
80992,80993,118
80993,80993,34
80997,2631389,15
80998,80997,103
80908,80643,28
80991,81265,34
80961,81315,96
81000,80961,90
80153,81668,89
81001,80153,240
80688,81675,106
81004,80703,47
81005,80703,43
81006,80777,13
80777,81058,34
81007,80777,12
81016,2631389,23
81018,81019,69
81019,81209,36
81020,81634,81
81020,2631420,147
81021,80631,7
81022,81021,138
80847,80792,43
80493,81367,60
80979,80493,76
81025,81166,68
81026,81027,99
81027,82464,187
81031,80467,81
80675,81426,71
81048,80814,54
80814,2631426,277
80549,81972,219
80549,81363,44
80697,81561,82
81049,80697,5
81050,81312,50
81051,2631427,85
81051,81281,50
81058,81007,24
80690,80546,43
